No errors
Max results hit (1000): not all possible results returned; 
96 ms
data source=metars
1000 results
raw_text,station_id,observation_time,latitude,longitude,temp_c,dewpoint_c,wind_dir_degrees,wind_speed_kt,wind_gust_kt,visibility_statute_mi,altim_in_hg,sea_level_pressure_mb,corrected,auto,auto_station,maintenance_indicator_on,no_signal,lightning_sensor_off,freezing_rain_sensor_off,present_weather_sensor_off,wx_string,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,flight_category,three_hr_pressure_tendency_mb,maxT_c,minT_c,maxT24hr_c,minT24hr_c,precip_in,pcp3hr_in,pcp6hr_in,pcp24hr_in,snow_in,vert_vis_ft,metar_type,elevation_m
KDAN 270053Z AUTO 08004KT 10SM CLR 07/M08 A3028 RMK AO2 SLP250 T00721083,KDAN,2019-03-27T00:53:00Z,36.57,-79.33,7.2,-8.3,80,4,,10.0,30.280512,1025.0,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,175.0
KDAL 270053Z 09006KT 10SM FEW250 19/07 A3026 RMK AO2 SLP243 T01940067,KDAL,2019-03-27T00:53:00Z,32.85,-96.85,19.4,6.7,90,6,,10.0,30.259842,1024.3,,,TRUE,,,,,,,FEW,25000,,,,,,,VFR,,,,,,,,,,,,METAR,158.0
KDAB 270053Z 04011KT 9SM -RA SCT022 BKN055 BKN100 18/17 A3003 RMK AO2 RAB31 SLP167 P0001 T01780167 $,KDAB,2019-03-27T00:53:00Z,29.18,-81.07,17.8,16.7,40,11,,9.0,30.029528,1016.7,,,TRUE,TRUE,,,,,-RA,SCT,2200,BKN,5500,BKN,10000,,,VFR,,,,,,0.01,,,,,,METAR,9.0
KCYS 270053Z 19006KT 10SM CLR 13/M08 A3004 RMK AO2 SLP149 T01331083,KCYS,2019-03-27T00:53:00Z,41.15,-104.8,13.3,-8.3,190,6,,10.0,30.041338,1014.9,,,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,1868.0
KFOK 270053Z 36005KT 10SM CLR 02/M11 A3032 RMK AO2 SLP269 T00171106,KFOK,2019-03-27T00:53:00Z,40.85,-72.62,1.7,-10.6,360,5,,10.0,30.318897,1026.9,,,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,33.0
KFOE 270053Z 16007KT 10SM CLR 12/04 A3022 RMK AO2 SLP239 T01220044,KFOE,2019-03-27T00:53:00Z,38.93,-95.65,12.2,4.4,160,7,,10.0,30.221457,1023.9,,,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,320.0
KFNT 270053Z 33003KT CLR 02/M08 A3041 RMK AO2 SLP307 T00221083 $,KFNT,2019-03-27T00:53:00Z,42.97,-83.75,2.2,-8.3,330,3,,,30.410433,1030.7,,,TRUE,TRUE,,,,,,CLR,,,,,,,,,,,,,,,,,,,,METAR,233.0
KFNB 270053Z AUTO 14008KT 10SM FEW065 13/06 A3020 RMK AO2 SLP229 T01280056,KFNB,2019-03-27T00:53:00Z,40.07,-95.58,12.8,5.6,140,8,,10.0,30.200787,1022.9,,TRUE,TRUE,,,,,,,FEW,6500,,,,,,,VFR,,,,,,,,,,,,METAR,300.0
KFMY 270053Z 29009KT 10SM CLR 22/17 A3001 RMK AO2 SLP163 T02170172,KFMY,2019-03-27T00:53:00Z,26.58,-81.87,21.7,17.2,290,9,,10.0,30.008858,1016.3,,,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,4.0
KFMN 270053Z 34005KT 10SM FEW120 19/M07 A3005 RMK AO2 SLP152 T01891067,KFMN,2019-03-27T00:53:00Z,36.75,-108.23,18.9,-6.7,340,5,,10.0,30.050198,1015.2,,,TRUE,,,,,,,FEW,12000,,,,,,,VFR,,,,,,,,,,,,METAR,1685.0
KFLO 270053Z 03005KT 10SM FEW055 10/06 A3022 RMK AO2 SLP232 T01000061,KFLO,2019-03-27T00:53:00Z,34.18,-79.73,10.0,6.1,30,5,,10.0,30.221457,1023.2,,,TRUE,,,,,,,FEW,5500,,,,,,,VFR,,,,,,,,,,,,METAR,44.0
KDMO 270053Z AUTO 12005KT 10SM CLR 11/02 A3031 RMK AO2 SLP267 T01060022,KDMO,2019-03-27T00:53:00Z,38.72,-93.17,10.6,2.2,120,5,,10.0,30.31004,1026.7,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,274.0
KDMN 270053Z AUTO 23005KT 10SM CLR 26/M08 A3004 RMK AO2 SLP113 T02561083,KDMN,2019-03-27T00:53:00Z,32.27,-107.72,25.6,-8.3,230,5,,10.0,30.041338,1011.3,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,1311.0
KDLS 270053Z AUTO 10005KT 10SM CLR 15/M01 A2996 RMK AO2 SLP145 T01501006,KDLS,2019-03-27T00:53:00Z,45.62,-121.17,15.0,-0.6,100,5,,10.0,29.958662,1014.5,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,71.0
KDLN 270053Z AUTO 21015KT 10SM BKN110 09/M01 A2992 RMK AO2 SLP123 T00891011,KDLN,2019-03-27T00:53:00Z,45.25,-112.55,8.9,-1.1,210,15,,10.0,29.920275,1012.3,,TRUE,TRUE,,,,,,,BKN,11000,,,,,,,VFR,,,,,,,,,,,,METAR,1591.0
KDKK 270053Z AUTO 00000KT 10SM CLR M02/M11 A3042 RMK AO2 SLP310 T10221111,KDKK,2019-03-27T00:53:00Z,42.5,-79.28,-2.2,-11.1,0,0,,10.0,30.41929,1031.0,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,202.0
KMGW 270053Z 01004KT 10SM CLR 04/M12 A3034 RMK AO2 SLP285 T00391122,KMGW,2019-03-27T00:53:00Z,39.65,-79.92,3.9,-12.2,10,4,,10.0,30.339567,1028.5,,,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,378.0
KMGM 270053Z 35004KT 10SM OVC046 13/07 A3017 RMK AO2 SLP217 T01330067,KMGM,2019-03-27T00:53:00Z,32.3,-86.4,13.3,6.7,350,4,,10.0,30.171259,1021.7,,,TRUE,,,,,,,OVC,4600,,,,,,,VFR,,,,,,,,,,,,METAR,63.0
KMFR 270053Z 01007KT 10SM FEW050 SCT120 15/01 A2987 RMK AO2 SLP115 T01500011,KMFR,2019-03-27T00:53:00Z,42.38,-122.87,15.0,1.1,10,7,,10.0,29.870079,1011.5,,,TRUE,,,,,,,FEW,5000,SCT,12000,,,,,VFR,,,,,,,,,,,,METAR,396.0
KMFE 270053Z 09010KT 10SM SCT012 OVC049 22/20 A3019 RMK AO2 SLP223 T02170200,KMFE,2019-03-27T00:53:00Z,26.18,-98.25,21.7,20.0,90,10,,10.0,30.188976,1022.3,,,TRUE,,,,,,,SCT,1200,OVC,4900,,,,,VFR,,,,,,,,,,,,METAR,38.0
KMDW 270053Z 11006KT 10SM FEW020 BKN250 04/M13 A3039 RMK AO2 SLP302 FU FEW020 T00391133,KMDW,2019-03-27T00:53:00Z,41.78,-87.75,3.9,-13.3,110,6,,10.0,30.389763,1030.2,,,TRUE,,,,,,,FEW,2000,BKN,25000,,,,,VFR,,,,,,,,,,,,METAR,188.0
KMCW 270053Z AUTO 17009KT 10SM FEW035 OVC055 08/04 A3023 RMK AO2 SLP244 T00780039,KMCW,2019-03-27T00:53:00Z,43.15,-93.33,7.8,3.9,170,9,,10.0,30.230314,1024.4,,TRUE,TRUE,,,,,,,FEW,3500,OVC,5500,,,,,VFR,,,,,,,,,,,,METAR,369.0
KMCO 270053Z 04009KT 10SM FEW060 FEW095 19/14 A3003 RMK AO2 SLP167 T01940144,KMCO,2019-03-27T00:53:00Z,28.42,-81.33,19.4,14.4,40,9,,10.0,30.029528,1016.7,,,TRUE,,,,,,,FEW,6000,FEW,9500,,,,,VFR,,,,,,,,,,,,METAR,29.0
KMCN 270053Z AUTO 07009KT 10SM BKN075 OVC090 15/11 A3012 RMK AO2 SLP196 T01500106,KMCN,2019-03-27T00:53:00Z,32.68,-83.65,15.0,10.6,70,9,,10.0,30.121063,1019.6,,TRUE,TRUE,,,,,,,BKN,7500,OVC,9000,,,,,VFR,,,,,,,,,,,,METAR,109.0
KMCK 270053Z AUTO 18009KT 10SM CLR 16/07 A3005 RMK AO2 SLP184 T01560067,KMCK,2019-03-27T00:53:00Z,40.2,-100.58,15.6,6.7,180,9,,10.0,30.050198,1018.4,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,782.0
KMCI 270053Z 14007KT 10SM SCT170 11/03 A3025 RMK AO2 SLP247 T01110033 $,KMCI,2019-03-27T00:53:00Z,39.3,-94.73,11.1,3.3,140,7,,10.0,30.250984,1024.7,,,TRUE,TRUE,,,,,,SCT,17000,,,,,,,VFR,,,,,,,,,,,,METAR,320.0
KMCE 270053Z AUTO 02005KT 10SM BKN100 18/11 A2993 RMK AO2 SLP135 T01830106,KMCE,2019-03-27T00:53:00Z,37.28,-120.5,18.3,10.6,20,5,,10.0,29.929134,1013.5,,TRUE,TRUE,,,,,,,BKN,10000,,,,,,,VFR,,,,,,,,,,,,METAR,47.0
KMCB 270053Z AUTO 35009KT 10SM CLR 15/03 A3024 RMK AO2 SLP239 T01500033,KMCB,2019-03-27T00:53:00Z,31.18,-90.47,15.0,3.3,350,9,,10.0,30.239174,1023.9,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,124.0
KEEO 270053Z AUTO 22005KT 10SM CLR 12/M04 A3007 RMK AO2 SLP168 T01221044,KEEO,2019-03-27T00:53:00Z,40.05,-107.88,12.2,-4.4,220,5,,10.0,30.070866,1016.8,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,1930.0
KECP 270053Z 31012KT 10SM CLR 14/08 A3011 RMK AO2 SLP208 T01390083,KECP,2019-03-27T00:53:00Z,30.35,-85.8,13.9,8.3,310,12,,10.0,30.109253,1020.8,,,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,21.0
KDXR 270053Z 35007KT 10SM CLR 03/M16 A3034 RMK AO2 SLP276 T00281161,KDXR,2019-03-27T00:53:00Z,41.37,-73.48,2.8,-16.1,350,7,,10.0,30.339567,1027.6,,,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,139.0
KDWH 270053Z 04004KT 10SM CLR 21/10 A3022 RMK AO2 SLP232 T02110100,KDWH,2019-03-27T00:53:00Z,30.07,-95.55,21.1,10.0,40,4,,10.0,30.221457,1023.2,,,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,46.0
KDVT 270053Z 22008KT 10SM CLR 27/M02 A2989 RMK AO2 SLP105 T02721017,KDVT,2019-03-27T00:53:00Z,33.68,-112.07,27.2,-1.7,220,8,,10.0,29.890747,1010.5,,,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,443.0
KDUJ 270053Z AUTO 35006KT 10SM CLR 02/M14 A3031 RMK AO2 SLP284 T00171139 $,KDUJ,2019-03-27T00:53:00Z,41.17,-78.9,1.7,-13.9,350,6,,10.0,30.31004,1028.4,,TRUE,TRUE,TRUE,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,554.0
KDTW 270053Z 14006KT 10SM SCT250 02/M08 A3042 RMK AO2 SLP307 T00171078,KDTW,2019-03-27T00:53:00Z,42.23,-83.33,1.7,-7.8,140,6,,10.0,30.41929,1030.7,,,TRUE,,,,,,,SCT,25000,,,,,,,VFR,,,,,,,,,,,,METAR,195.0
KDTS 270053Z 36010KT 10SM CLR 14/07 A3015 RMK AO2 SLP207 T01440067,KDTS,2019-03-27T00:53:00Z,30.4,-86.47,14.4,6.7,360,10,,10.0,30.15059,1020.7,,,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,5.0
KDTO 270053Z 08005KT 10SM CLR 18/07 A3025 RMK AO2 SLP243 T01780067,KDTO,2019-03-27T00:53:00Z,33.2,-97.2,17.8,6.7,80,5,,10.0,30.250984,1024.3,,,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,196.0
KDTN 270053Z 35005KT 10SM CLR 17/06 A3028 RMK AO2 SLP251 T01720061,KDTN,2019-03-27T00:53:00Z,32.55,-93.75,17.2,6.1,350,5,,10.0,30.280512,1025.1,,,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,53.0
KDRT 270053Z AUTO 11010KT 10SM BKN060 OVC085 25/14 A3013 RMK AO2 SLP191 T02500139,KDRT,2019-03-27T00:53:00Z,29.37,-100.92,25.0,13.9,110,10,,10.0,30.129921,1019.1,,TRUE,TRUE,,,,,,,BKN,6000,OVC,8500,,,,,VFR,,,,,,,,,,,,METAR,313.0
KDRO 270053Z AUTO 35003KT 10SM SCT120 16/M09 A3013 RMK AO2 SLP181 T01611089,KDRO,2019-03-27T00:53:00Z,37.15,-107.77,16.1,-8.9,350,3,,10.0,30.129921,1018.1,,TRUE,TRUE,,,,,,,SCT,12000,,,,,,,VFR,,,,,,,,,,,,METAR,2035.0
KDNL 270053Z AUTO 04012KT 10SM CLR 14/06 A3017 RMK AO2 SLP215 T01390061,KDNL,2019-03-27T00:53:00Z,33.47,-82.03,13.9,6.1,40,12,,10.0,30.171259,1021.5,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,130.0
KMIA 270053Z 18006KT 10SM SCT036 SCT045 BKN060 24/19 A2997 RMK AO2 LTG DSNT N AND NE SLP147 OCNL LTGIC DSNT N-NE CB DSNT N-NE MOV E T02440189,KMIA,2019-03-27T00:53:00Z,25.8,-80.28,24.4,18.9,180,6,,10.0,29.970472,1014.7,,,TRUE,,,,,,,SCT,3600,SCT,4500,BKN,6000,,,VFR,,,,,,,,,,,,METAR,3.0
KMHT 270053Z 35003KT 10SM CLR 02/M18 A3031 RMK AO2 SLP282 T00171178,KMHT,2019-03-27T00:53:00Z,42.93,-71.43,1.7,-17.8,350,3,,10.0,30.31004,1028.2,,,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,81.0
KMHE 270053Z AUTO 15011KT 10SM CLR 13/07 A3000 RMK AO2 SLP166 T01280067,KMHE,2019-03-27T00:53:00Z,43.77,-98.02,12.8,6.7,150,11,,10.0,30.0,1016.6,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,397.0
KSCH 270053Z 29010G16KT 15SM CLR 01/M14 A3035,KSCH,2019-03-27T00:53:00Z,42.85,-73.92,1.0,-14.0,290,10,16,15.0,30.351377,,,,,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,115.0
KSBM 270053Z AUTO 17008KT 10SM CLR 01/M06 A3034 RMK AO2 SLP284 T00061056,KSBM,2019-03-27T00:53:00Z,43.78,-87.85,0.6,-5.6,170,8,,10.0,30.339567,1028.4,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,232.0
KHWO 270053Z AUTO VRB04G21KT 1SM +TSRA SCT018 BKN033 OVC080 21/18 A3000 RMK AO2 LTG DSNT NE AND E RAB19 TSB46 SLP158 P0055 T02110183,KHWO,2019-03-27T00:53:00Z,26.0,-80.23,21.1,18.3,0,4,21,1.0,30.0,1015.8,,TRUE,TRUE,,,,,,+TSRA,SCT,1800,BKN,3300,OVC,8000,,,IFR,,,,,,0.55,,,,,,METAR,2.0
KHVR 270053Z AUTO 28015KT 10SM CLR 13/M03 A2980 RMK AO2 PK WND 27026/0031 SLP103 T01331033,KHVR,2019-03-27T00:53:00Z,48.55,-109.77,13.3,-3.3,280,15,,10.0,29.799213,1010.3,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,787.0
KHVN 270053Z 35007KT 10SM CLR 06/M15 A3033 RMK AO2 SLP269 T00561150,KHVN,2019-03-27T00:53:00Z,41.27,-72.87,5.6,-15.0,350,7,,10.0,30.33071,1026.9,,,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,4.0
KHUL 270053Z AUTO 30006KT 10SM CLR M04/M17 A3023 RMK AO2 SLP246 T10441172 TSNO,KHUL,2019-03-27T00:53:00Z,46.12,-67.8,-4.4,-17.2,300,6,,10.0,30.230314,1024.6,,TRUE,TRUE,,,TRUE,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,150.0
KHUF 270053Z 02003KT 10SM CLR 03/M04 A3037 RMK AO2 SLP288 T00331039,KHUF,2019-03-27T00:53:00Z,39.45,-87.3,3.3,-3.9,20,3,,10.0,30.369095,1028.8,,,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,179.0
KMPO 270053Z AUTO 33008KT 10SM CLR M01/M15 A3029 RMK AO2 SLP281 T10111150,KMPO,2019-03-27T00:53:00Z,41.13,-75.38,-1.1,-15.0,330,8,,10.0,30.28937,1028.1,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,577.0
KMOD 270053Z 11006KT 10SM SCT120 19/10 A2992 RMK AO2 SLP132 T01890100,KMOD,2019-03-27T00:53:00Z,37.62,-120.95,18.9,10.0,110,6,,10.0,29.920275,1013.2,,,TRUE,,,,,,,SCT,12000,,,,,,,VFR,,,,,,,,,,,,METAR,29.0
KMNN 270053Z AUTO 03009KT 10SM CLR M02/M08 A3039 RMK AO2 SLP306 T10171083 $,KMNN,2019-03-27T00:53:00Z,40.62,-83.07,-1.7,-8.3,30,9,,10.0,30.389763,1030.6,,TRUE,TRUE,TRUE,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,301.0
KMMV 270053Z AUTO 00000KT 10SM CLR 14/02 A2995 RMK AO2 SLP142 T01390022,KMMV,2019-03-27T00:53:00Z,45.2,-123.13,13.9,2.2,0,0,,10.0,29.949802,1014.2,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,48.0
KMMK 270053Z AUTO 33004KT 10SM CLR 03/M14 A3033 RMK AO2 SLP272 T00331139,KMMK,2019-03-27T00:53:00Z,41.52,-72.83,3.3,-13.9,330,4,,10.0,30.33071,1027.2,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,31.0
KMLU 270053Z 04007KT 10SM CLR 14/05 A3029 RMK AO2 SLP257 T01390050,KMLU,2019-03-27T00:53:00Z,32.52,-92.03,13.9,5.0,40,7,,10.0,30.28937,1025.7,,,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,29.0
KMLS 270053Z AUTO 15006KT 10SM CLR 16/01 A2978 RMK AO2 SLP089 T01610006,KMLS,2019-03-27T00:53:00Z,46.43,-105.88,16.1,0.6,150,6,,10.0,29.778543,1008.9,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,801.0
KMLP 270053Z AUTO VRB04KT 10SM CLR M01/M06 A2996 RMK AO2 SLP122 T10061061,KMLP,2019-03-27T00:53:00Z,47.45,-115.67,-0.6,-6.1,0,4,,10.0,29.958662,1012.2,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,1837.0
KMLC 270053Z AUTO 00000KT 10SM FEW070 FEW100 16/06 A3028 RMK AO2 SLP253 T01560056,KMLC,2019-03-27T00:53:00Z,34.88,-95.78,15.6,5.6,0,0,,10.0,30.280512,1025.3,,TRUE,TRUE,,,,,,,FEW,7000,FEW,10000,,,,,VFR,,,,,,,,,,,,METAR,232.0
KMLB 270053Z 01006KT 10SM SCT065 BKN080 21/17 A3001 RMK AO2 SLP160 T02060167,KMLB,2019-03-27T00:53:00Z,28.1,-80.65,20.6,16.7,10,6,,10.0,30.008858,1016.0,,,TRUE,,,,,,,SCT,6500,BKN,8000,,,,,VFR,,,,,,,,,,,,METAR,11.0
KMKO 270053Z AUTO 25004KT 10SM CLR 17/06 A3028 RMK AO2 SLP253 T01670056,KMKO,2019-03-27T00:53:00Z,35.65,-95.37,16.7,5.6,250,4,,10.0,30.280512,1025.3,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,185.0
KMKL 270053Z AUTO 36007KT 10SM CLR 08/M04 A3031 RMK AO2 SLP266 T00831044,KMKL,2019-03-27T00:53:00Z,35.6,-88.92,8.3,-4.4,360,7,,10.0,30.31004,1026.6,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,128.0
KMIW 270053Z AUTO 15009KT 10SM BKN046 OVC060 09/00 A3026 RMK AO2 SLP256 T00890000,KMIW,2019-03-27T00:53:00Z,42.12,-92.92,8.9,0.0,150,9,,10.0,30.259842,1025.6,,TRUE,TRUE,,,,,,,BKN,4600,OVC,6000,,,,,VFR,,,,,,,,,,,,METAR,296.0
KMIE 270053Z 09003KT 10SM CLR 04/M07 A3037 RMK AO2 SLP290 T00391067,KMIE,2019-03-27T00:53:00Z,40.23,-85.4,3.9,-6.7,90,3,,10.0,30.369095,1029.0,,,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,285.0
KMIC 270053Z 17009G19KT 10SM OVC038 08/02 A3018 RMK AO2 SLP229 T00830017,KMIC,2019-03-27T00:53:00Z,45.07,-93.35,8.3,1.7,170,9,19,10.0,30.180119,1022.9,,,TRUE,,,,,,,OVC,3800,,,,,,,VFR,,,,,,,,,,,,METAR,265.0
KHZY 270053Z AUTO 00000KT 10SM CLR M01/M14 A3041 RMK AO2 SLP308 T10111139,KHZY,2019-03-27T00:53:00Z,41.78,-80.7,-1.1,-13.9,0,0,,10.0,30.410433,1030.8,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,276.0
KHYR 270053Z AUTO 18005KT 10SM OVC055 05/M04 A3021 RMK AO2 SLP248 T00501039,KHYR,2019-03-27T00:53:00Z,46.02,-91.45,5.0,-3.9,180,5,,10.0,30.209646,1024.8,,TRUE,TRUE,,,,,,,OVC,5500,,,,,,,VFR,,,,,,,,,,,,METAR,370.0
CYDN 270053Z AUTO 22011KT 9SM SCT014 03/02 A2979 RMK SLP105,CYDN,2019-03-27T00:53:00Z,51.1,-100.03,3.0,2.0,220,11,,9.0,29.790354,1010.5,,TRUE,,,,,,,,SCT,1400,,,,,,,VFR,,,,,,,,,,,,SPECI,305.0
KIAG 270053Z 24006KT 10SM CLR M02/M11 A3041 RMK AO2 SLP316 T10221106 $,KIAG,2019-03-27T00:53:00Z,43.12,-78.93,-2.2,-10.6,240,6,,10.0,30.410433,1031.6,,,TRUE,TRUE,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,182.0
KIAH 270053Z 04008KT 10SM FEW250 22/10 A3022 RMK AO2 SLP233 T02170100,KIAH,2019-03-27T00:53:00Z,30.0,-95.37,21.7,10.0,40,8,,10.0,30.221457,1023.3,,,TRUE,,,,,,,FEW,25000,,,,,,,VFR,,,,,,,,,,,,METAR,36.0
KICR 270053Z AUTO 16012KT 10SM CLR 16/04 A2992 RMK AO2 SLP135 T01560044,KICR,2019-03-27T00:53:00Z,43.38,-99.85,15.6,4.4,160,12,,10.0,29.920275,1013.5,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,621.0
KICT 270053Z 19007KT 10SM FEW150 SCT180 BKN210 13/06 A3022 RMK AO2 SLP237 T01330056,KICT,2019-03-27T00:53:00Z,37.65,-97.43,13.3,5.6,190,7,,10.0,30.221457,1023.7,,,TRUE,,,,,,,FEW,15000,SCT,18000,BKN,21000,,,VFR,,,,,,,,,,,,METAR,407.0
KIDA 270053Z 22009KT 10SM CLR 13/M02 A2996 RMK AO2 SLP143 T01331022,KIDA,2019-03-27T00:53:00Z,43.52,-112.07,13.3,-2.2,220,9,,10.0,29.958662,1014.3,,,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,1453.0
KILM 270053Z AUTO 04008KT 10SM CLR 08/M02 A3024 RMK AO2 SLP240 T00831017,KILM,2019-03-27T00:53:00Z,34.27,-77.9,8.3,-1.7,40,8,,10.0,30.239174,1024.0,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,9.0
KITR 270053Z AUTO 15014KT 10SM CLR 14/08 A3004 RMK AO2 SLP161 T01390078,KITR,2019-03-27T00:53:00Z,39.23,-102.28,13.9,7.8,150,14,,10.0,30.041338,1016.1,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,1279.0
KIPL 270053Z AUTO 07007KT 9SM CLR 29/02 A2983 RMK AO2 SLP102 T02890022,KIPL,2019-03-27T00:53:00Z,32.83,-115.58,28.9,2.2,70,7,,9.0,29.828741,1010.2,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,-17.0
KINK 270053Z AUTO 14014G25KT 10SM 23/09 A3011 RMK AO2 PK WND 14028/0008 SLP168 T02280094 $,KINK,2019-03-27T00:53:00Z,31.78,-103.2,22.8,9.4,140,14,25,10.0,30.109253,1016.8,,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,855.0
KIML 270053Z AUTO 16011KT 10SM CLR 15/05 A3002 RMK AO2 SLP173 T01500050,KIML,2019-03-27T00:53:00Z,40.52,-101.62,15.0,5.0,160,11,,10.0,30.02067,1017.3,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,998.0
KIWI 270053Z AUTO VRB05KT 10SM CLR 00/M17 A3032 RMK AO2 SLP270 T00001167,KIWI,2019-03-27T00:53:00Z,43.97,-69.72,0.0,-16.7,0,5,,10.0,30.318897,1027.0,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,20.0
KOVS 270053Z AUTO 18003KT 9SM CLR 07/M08 A3032 RMK AO2 SLP276 T00671078,KOVS,2019-03-27T00:53:00Z,43.15,-90.68,6.7,-7.8,180,3,,9.0,30.318897,1027.6,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,202.0
KLKV 270053Z AUTO 23006KT 10SM BKN015 BKN020 BKN030 05/02 A2994 RMK AO2 RAE20 SLP157 P0000 T00500022,KLKV,2019-03-27T00:53:00Z,42.17,-120.4,5.0,2.2,230,6,,10.0,29.940945,1015.7,,TRUE,TRUE,,,,,,,BKN,1500,BKN,2000,BKN,3000,,,MVFR,,,,,,0.005,,,,,,METAR,1441.0
KHLC 270053Z AUTO 17008KT 10SM CLR 16/08 A3010 RMK AO2 SLP195 T01610078,KHLC,2019-03-27T00:53:00Z,39.37,-99.83,16.1,7.8,170,8,,10.0,30.100393,1019.5,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,669.0
KGFL 270053Z AUTO 36005KT 10SM CLR 01/M16 A3036 RMK AO2 SLP290 T00061161,KGFL,2019-03-27T00:53:00Z,43.33,-73.62,0.6,-16.1,360,5,,10.0,30.360237,1029.0,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,103.0
