No errors
Max results hit (1000): not all possible results returned; 
96 ms
data source=metars
1000 results
raw_text,station_id,observation_time,latitude,longitude,temp_c,dewpoint_c,wind_dir_degrees,wind_speed_kt,wind_gust_kt,visibility_statute_mi,altim_in_hg,sea_level_pressure_mb,corrected,auto,auto_station,maintenance_indicator_on,no_signal,lightning_sensor_off,freezing_rain_sensor_off,present_weather_sensor_off,wx_string,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,flight_category,three_hr_pressure_tendency_mb,maxT_c,minT_c,maxT24hr_c,minT24hr_c,precip_in,pcp3hr_in,pcp6hr_in,pcp24hr_in,snow_in,vert_vis_ft,metar_type,elevation_m
KEZS 270055Z AUTO 15003KT 10SM CLR 04/M11 A3029 RMK AO2 T00431111,KEZS,2019-03-27T00:55:00Z,44.78,-88.57,4.3,-11.1,150,3,,10.0,30.28937,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,248.0
KEVU 270055Z AUTO 15009KT 10SM CLR 12/M02 A3022 RMK AO2,KEVU,2019-03-27T00:55:00Z,40.35,-94.92,12.0,-2.0,150,9,,10.0,30.221457,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,349.0
KEFT 270055Z AUTO 10SM CLR 05/M09 A3033 RMK AO2 T00481095,KEFT,2019-03-27T00:55:00Z,42.62,-89.6,4.8,-9.5,,,,10.0,30.33071,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,331.0
KEDC 270055Z AUTO 00000KT 10SM CLR 19/09 A3025 RMK AO2,KEDC,2019-03-27T00:55:00Z,30.4,-97.57,19.0,9.0,0,0,,10.0,30.250984,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,189.0
KDYB 270055Z AUTO 02007KT 10SM OVC042 12/06 A3020 RMK AO1,KDYB,2019-03-27T00:55:00Z,33.07,-80.28,12.0,6.0,20,7,,10.0,30.200787,,,TRUE,TRUE,,,,,,,OVC,4200,,,,,,,VFR,,,,,,,,,,,,METAR,18.0
KW96 270055Z AUTO 06003KT 10SM CLR 05/M08 A3033 RMK AO1 T00531085,KW96,2019-03-27T00:55:00Z,37.5,-77.12,5.3,-8.5,60,3,,10.0,30.33071,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,37.0
KW75 270055Z AUTO 02008KT 10SM CLR 06/M06 A3033 RMK AO1 T00551056,KW75,2019-03-27T00:55:00Z,37.6,-76.45,5.5,-5.6,20,8,,10.0,30.33071,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,9.0
KW31 270055Z AUTO 00000KT 10SM CLR 06/M11 A3029 RMK AO1 T00591111,KW31,2019-03-27T00:55:00Z,36.95,-78.18,5.9,-11.1,0,0,,10.0,30.28937,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,162.0
KVWU 270055Z AUTO 17006KT 10SM BKN023 OVC031 04/M02 A3006 RMK AO2,KVWU,2019-03-27T00:55:00Z,48.15,-94.52,4.0,-2.0,170,6,,10.0,30.059055,,,TRUE,TRUE,,,,,,,BKN,2300,OVC,3100,,,,,MVFR,,,,,,,,,,,,METAR,360.0
KVLL 270055Z AUTO 17004KT 10SM CLR 03/M09 A3042 RMK AO2 T00331087,KVLL,2019-03-27T00:55:00Z,42.55,-83.18,3.3,-8.7,170,4,,10.0,30.41929,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,222.0
KULS 270055Z AUTO 16013KT 10SM CLR 16/09 A3008 RMK AO2 PWINO,KULS,2019-03-27T00:55:00Z,37.6,-101.37,16.0,9.0,160,13,,10.0,30.079725,,,TRUE,TRUE,,,,,TRUE,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,936.0
KUGN 270055Z 14004KT 10SM CLR 01/M10 A3038 RMK AO2 SLP301 LAST T00111100,KUGN,2019-03-27T00:55:00Z,42.42,-87.87,1.1,-10.0,140,4,,10.0,30.380905,1030.1,,,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,222.0
KSLO 270055Z AUTO 03003KT 10SM CLR 08/M05 A3037 RMK AO2 T00801046,KSLO,2019-03-27T00:55:00Z,38.65,-88.97,8.0,-4.6,30,3,,10.0,30.369095,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,175.0
KSLH 270055Z AUTO 00000KT 10SM CLR M02/M08 A3033 RMK AO2 T10201083,KSLH,2019-03-27T00:55:00Z,45.65,-84.52,-2.0,-8.3,0,0,,10.0,30.33071,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,195.0
KSEZ 270055Z AUTO 20007KT 10SM CLR 20/M02 A3005 RMK AO2,KSEZ,2019-03-27T00:55:00Z,34.85,-111.78,20.0,-2.0,200,7,,10.0,30.050198,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,1473.0
KSCK 270055Z 09004KT 10SM CLR 20/12 A2993 RMK AO2 SLP133 T02000117,KSCK,2019-03-27T00:55:00Z,37.88,-121.22,20.0,11.7,90,4,,10.0,29.929134,1013.3,,,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,10.0
KSCD 270055Z AUTO 00000KT 10SM BKN065 BKN090 OVC120 10/07 A3018 RMK AO2 T01000066,KSCD,2019-03-27T00:55:00Z,33.17,-86.3,10.0,6.6,0,0,,10.0,30.180119,,,TRUE,TRUE,,,,,,,BKN,6500,BKN,9000,OVC,12000,,,VFR,,,,,,,,,,,,METAR,173.0
KRZT 270055Z AUTO 00000KT 10SM CLR 01/M02 A3036 RMK AO2,KRZT,2019-03-27T00:55:00Z,39.43,-83.02,1.0,-2.0,0,0,,10.0,30.360237,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,221.0
KRSV 270055Z AUTO 06003KT 10SM CLR 05/M04 A3038 RMK AO2 T00541043,KRSV,2019-03-27T00:55:00Z,39.02,-87.65,5.4,-4.3,60,3,,10.0,30.380905,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,141.0
KDLH 270055Z 20007KT 10SM OVC048 06/M04 A3015 RMK AO2 SLP230 T00561039,KDLH,2019-03-27T00:55:00Z,46.85,-92.2,5.6,-3.9,200,7,,10.0,30.15059,1023.0,,,TRUE,,,,,,,OVC,4800,,,,,,,VFR,,,,,,,,,,,,METAR,435.0
KFRR 270055Z AUTO 00000KT 10SM CLR 04/M09 A3033 RMK AO1,KFRR,2019-03-27T00:55:00Z,38.92,-78.25,4.0,-9.0,0,0,,10.0,30.33071,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,216.0
KHCR 270055Z AUTO 19004KT 10SM CLR 14/M06 A2998 RMK AO2,KHCR,2019-03-27T00:55:00Z,40.48,-111.43,14.0,-6.0,190,4,,10.0,29.97933,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,1706.0
KHCO 270055Z AUTO 17016KT 10SM OVC010 01/00 A2998 RMK AO2,KHCO,2019-03-27T00:55:00Z,48.75,-96.93,1.0,0.0,170,16,,10.0,29.97933,,,TRUE,TRUE,,,,,,,OVC,1000,,,,,,,MVFR,,,,,,,,,,,,METAR,250.0
KGPI 270055Z 17008KT 10SM BKN080 07/00 A2995 RMK AO2 SLP160 T00720000,KGPI,2019-03-27T00:55:00Z,48.32,-114.25,7.2,0.0,170,8,,10.0,29.949802,1016.0,,,TRUE,,,,,,,BKN,8000,,,,,,,VFR,,,,,,,,,,,,METAR,908.0
KGLW 270055Z AUTO 02003KT 10SM CLR 07/M08 A3031 RMK AO2 T00701076,KGLW,2019-03-27T00:55:00Z,37.03,-85.95,7.0,-7.6,20,3,,10.0,30.31004,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,218.0
KGAO 270055Z AUTO 36007KT 10SM CLR 17/08 A3018 RMK AO2 T01670080,KGAO,2019-03-27T00:55:00Z,29.45,-90.27,16.7,8.0,360,7,,10.0,30.180119,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,1.0
KFWZ 270055Z AUTO 25023G31KT 10SM CLR 05/M10 A2994 RMK AO2,KFWZ,2019-03-27T00:55:00Z,42.52,-108.78,5.0,-10.0,250,23,31,10.0,29.940945,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,2588.0
KHFJ 270055Z AUTO 07003KT 10SM CLR 13/03 A3030 RMK AO2,KHFJ,2019-03-27T00:55:00Z,36.9,-94.02,13.0,3.0,70,3,,10.0,30.301182,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,401.0
KHMP 270055Z AUTO 00000KT 10SM SCT047 OVC090 13/12 A3015 RMK AO2 T01260115,KHMP,2019-03-27T00:55:00Z,33.38,-84.33,12.6,11.5,0,0,,10.0,30.15059,,,TRUE,TRUE,,,,,,,SCT,4700,OVC,9000,,,,,VFR,,,,,,,,,,,,METAR,269.0
KHON 270055Z AUTO 15012G21KT 10SM CLR 11/06 A2997 RMK AO2 SLP157 T01110061,KHON,2019-03-27T00:55:00Z,44.38,-98.23,11.1,6.1,150,12,21,10.0,29.970472,1015.7,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,390.0
K18A 270055Z AUTO 09004KT 10SM OVC050 13/07 A3019 RMK AO2 T01280065,K18A,2019-03-27T00:55:00Z,34.35,-83.13,12.8,6.5,90,4,,10.0,30.188976,,,TRUE,TRUE,,,,,,,OVC,5000,,,,,,,VFR,,,,,,,,,,,,METAR,271.0
K0V4 270055Z AUTO 06003KT 10SM CLR 06/M07 A3029 RMK AO1 T00561072,K0V4,2019-03-27T00:55:00Z,37.15,-79.02,5.6,-7.2,60,3,,10.0,30.28937,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,182.0
K0F2 270055Z AUTO 11003KT 10SM CLR 17/06 A3025 RMK AO2 T01660063,K0F2,2019-03-27T00:55:00Z,33.6,-97.78,16.6,6.3,110,3,,10.0,30.250984,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,336.0
KFKR 270055Z AUTO 11004KT 10SM CLR 04/M06 A3039 RMK AO2 T00351060 TSNO,KFKR,2019-03-27T00:55:00Z,40.27,-86.57,3.5,-6.0,110,4,,10.0,30.389763,,,TRUE,TRUE,,,TRUE,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,262.0
KFEP 270055Z AUTO 17004KT 10SM CLR 01/M05 A3037 RMK AO2 T00141047,KFEP,2019-03-27T00:55:00Z,42.25,-89.58,1.4,-4.7,170,4,,10.0,30.369095,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,262.0
KF46 270055Z AUTO 00000KT 10SM CLR 17/08 A3028 RMK AO2 T01670082,KF46,2019-03-27T00:55:00Z,32.93,-96.43,16.7,8.2,0,0,,10.0,30.280512,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,176.0
KERY 270055Z AUTO 18007KT 10SM CLR M01/M07 A3031 RMK AO2 T10071069,KERY,2019-03-27T00:55:00Z,46.3,-85.45,-0.7,-6.9,180,7,,10.0,30.31004,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,265.0
KEDN 270055Z AUTO 34008KT 300V360 10SM OVC037 13/08 A3013 RMK AO2 T01310079,KEDN,2019-03-27T00:55:00Z,31.3,-85.9,13.1,7.9,340,8,,10.0,30.129921,,,TRUE,TRUE,,,,,,,OVC,3700,,,,,,,VFR,,,,,,,,,,,,METAR,110.0
KEDJ 270055Z AUTO 05007KT 10SM CLR 01/M09 A3038 RMK AO1,KEDJ,2019-03-27T00:55:00Z,40.37,-83.82,1.0,-9.0,50,7,,10.0,30.380905,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,342.0
KECU 270055Z AUTO 15010KT 10SM CLR 21/10 A3026 RMK AO2,KECU,2019-03-27T00:55:00Z,29.95,-100.17,21.0,10.0,150,10,,10.0,30.259842,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,725.0
KEAT 270055Z AUTO 00000KT 10SM CLR 13/M04 A2997 RMK AO2 SLP151 T01331044,KEAT,2019-03-27T00:55:00Z,47.4,-120.2,13.3,-4.4,0,0,,10.0,29.970472,1015.1,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,377.0
KDZB 270055Z AUTO 11003KT 10SM CLR 21/07 A3024 RMK AO2 T02100068,KDZB,2019-03-27T00:55:00Z,30.53,-98.37,21.0,6.8,110,3,,10.0,30.239174,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,334.0
KDXX 270055Z AUTO 14008KT 7SM CLR 06/05 A3007 RMK AO2,KDXX,2019-03-27T00:55:00Z,44.98,-96.18,6.0,5.0,140,8,,7.0,30.070866,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,330.0
KDTL 270055Z AUTO 16009KT 10SM OVC013 03/01 A3007 RMK AO2,KDTL,2019-03-27T00:55:00Z,46.82,-95.87,3.0,1.0,160,9,,10.0,30.070866,,,TRUE,TRUE,,,,,,,OVC,1300,,,,,,,MVFR,,,,,,,,,,,,METAR,426.0
KDNN 270055Z AUTO 35003KT 10SM CLR 10/05 A3020 RMK AO2,KDNN,2019-03-27T00:55:00Z,34.72,-84.87,10.0,5.0,350,3,,10.0,30.200787,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,216.0
PAUT 270055Z AUTO 16020G23KT 10SM BKN021 OVC029 05/01 A3019 RMK AO2 T00540010,PAUT,2019-03-27T00:55:00Z,54.15,-165.6,5.4,1.0,160,20,23,10.0,30.188976,,,TRUE,TRUE,,,,,,,BKN,2100,OVC,2900,,,,,MVFR,,,,,,,,,,,,METAR,25.0
KRSN 270055Z AUTO 00000KT 10SM CLR 15/03 A3032 RMK AO2 T01520029,KRSN,2019-03-27T00:55:00Z,32.52,-92.58,15.2,2.9,0,0,,10.0,30.318897,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,95.0
KRQB 270055Z AUTO 00000KT 10SM CLR 03/M11 A3036 RMK AO2 T00331114,KRQB,2019-03-27T00:55:00Z,43.72,-85.5,3.3,-11.4,0,0,,10.0,30.360237,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,302.0
KRNO 270055Z 28019G25KT 10SM FEW045 BKN060 BKN170 12/00 A2993 RMK AO2 SLP110 CLDS TPG MTNS SW THRU NW T01170000,KRNO,2019-03-27T00:55:00Z,39.5,-119.77,11.7,0.0,280,19,25,10.0,29.929134,1011.0,,,TRUE,,,,,,,FEW,4500,BKN,6000,BKN,17000,,,VFR,,,,,,,,,,,,METAR,1342.0
KRGA 270055Z AUTO 00000KT 10SM CLR 06/M07 A3031 RMK AO2,KRGA,2019-03-27T00:55:00Z,37.63,-84.33,6.0,-7.0,0,0,,10.0,30.31004,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,305.0
KPWC 270055Z AUTO 15004KT 10SM OVC028 03/M02 A3014 RMK AO2,KPWC,2019-03-27T00:55:00Z,46.72,-94.37,3.0,-2.0,150,4,,10.0,30.138779,,,TRUE,TRUE,,,,,,,OVC,2800,,,,,,,MVFR,,,,,,,,,,,,METAR,395.0
KPUJ 270055Z AUTO 36008KT 10SM BKN039 OVC048 12/05 A3016 RMK AO2,KPUJ,2019-03-27T00:55:00Z,33.92,-84.93,12.0,5.0,360,8,,10.0,30.159449,,,TRUE,TRUE,,,,,,,BKN,3900,OVC,4800,,,,,VFR,,,,,,,,,,,,METAR,393.0
KPTB 270055Z AUTO 00000KT 10SM CLR 02/M06 A3032 RMK AO2 T00211059,KPTB,2019-03-27T00:55:00Z,37.17,-77.52,2.1,-5.9,0,0,,10.0,30.318897,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,59.0
KPMH 270055Z AUTO 34004KT 10SM CLR 06/M08 A3035 RMK AO2 T00561076,KPMH,2019-03-27T00:55:00Z,38.83,-82.85,5.6,-7.6,340,4,,10.0,30.351377,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,202.0
KPIM 270055Z AUTO 35003KT 10SM OVC031 13/10 A3013 RMK AO2 T01290099 PWINO,KPIM,2019-03-27T00:55:00Z,32.83,-84.88,12.9,9.9,350,3,,10.0,30.129921,,,TRUE,TRUE,,,,,TRUE,,OVC,3100,,,,,,,VFR,,,,,,,,,,,,METAR,275.0
KPHP 270055Z AUTO 09005KT 10SM CLR 13/04 A2984 RMK AO2 SLP110 T01330039,KPHP,2019-03-27T00:55:00Z,44.05,-101.6,13.3,3.9,90,5,,10.0,29.840551,1011.0,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,672.0
KPEZ 270055Z AUTO 09004KT 10SM CLR 22/09 A3020 RMK AO2 T02190087,KPEZ,2019-03-27T00:55:00Z,28.95,-98.52,21.9,8.7,90,4,,10.0,30.200787,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,132.0
KOWX 270055Z AUTO 10005KT 10SM CLR M01/M07 A3042 RMK AO1,KOWX,2019-03-27T00:55:00Z,41.03,-83.98,-1.0,-7.0,100,5,,10.0,30.41929,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,233.0
KOWP 270055Z AUTO 15003KT 10SM CLR 17/04 A3028 RMK AO2 T01680043 PWINO,KOWP,2019-03-27T00:55:00Z,36.18,-96.15,16.8,4.3,150,3,,10.0,30.280512,,,TRUE,TRUE,,,,,TRUE,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,272.0
KOVL 270055Z AUTO 15008KT 10SM OVC033 07/05 A3013 RMK AO2,KOVL,2019-03-27T00:55:00Z,44.78,-95.03,7.0,5.0,150,8,,10.0,30.129921,,,TRUE,TRUE,,,,,,,OVC,3300,,,,,,,VFR,,,,,,,,,,,,METAR,328.0
KONA 270055Z AUTO 15004KT 10SM CLR 06/M02 A3027 RMK AO2,KONA,2019-03-27T00:55:00Z,44.07,-91.7,6.0,-2.0,150,4,,10.0,30.268702,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,200.0
KMRT 270055Z AUTO 03007KT 10SM CLR 02/M08 A3037 RMK AO2 T00221078,KMRT,2019-03-27T00:55:00Z,40.22,-83.35,2.2,-7.8,30,7,,10.0,30.369095,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,312.0
KMNE 270055Z AUTO 00000KT 10SM CLR 16/06 A3029 RMK AO2 T01630055,KMNE,2019-03-27T00:55:00Z,32.65,-93.3,16.3,5.5,0,0,,10.0,30.28937,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,85.0
KMLJ 270055Z AUTO 08006KT 10SM OVC120 15/08 A3014 RMK AO2,KMLJ,2019-03-27T00:55:00Z,33.15,-83.23,15.0,8.0,80,6,,10.0,30.138779,,,TRUE,TRUE,,,,,,,OVC,12000,,,,,,,VFR,,,,,,,,,,,,METAR,117.0
KMKN 270055Z AUTO 11005KT 10SM CLR 18/08 A3024 RMK AO2 T01820082,KMKN,2019-03-27T00:55:00Z,31.92,-98.6,18.2,8.2,110,5,,10.0,30.239174,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,423.0
KMKG 270055Z 00000KT 10SM BKN200 01/M09 A3040 RMK AO2 SLP301 T00061094,KMKG,2019-03-27T00:55:00Z,43.17,-86.23,0.6,-9.4,0,0,,10.0,30.398623,1030.1,,,TRUE,,,,,,,BKN,20000,,,,,,,VFR,,,,,,,,,,,,METAR,191.0
KMJQ 270055Z AUTO 16008KT 10SM SCT031 07/05 A3016 RMK AO2,KMJQ,2019-03-27T00:55:00Z,43.63,-94.97,7.0,5.0,160,8,,10.0,30.159449,,,TRUE,TRUE,,,,,,,SCT,3100,,,,,,,VFR,,,,,,,,,,,,METAR,441.0
KMFV 270055Z AUTO 06005KT 10SM CLR 04/M02 A3033 RMK AO2 T00361016,KMFV,2019-03-27T00:55:00Z,37.63,-75.77,3.6,-1.6,60,5,,10.0,30.33071,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,15.0
KLNC 270055Z AUTO 09004KT 10SM CLR 15/08 A3027 RMK AO2 T01460080,KLNC,2019-03-27T00:55:00Z,32.58,-96.72,14.6,8.0,90,4,,10.0,30.268702,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,153.0
KHVE 270055Z AUTO 36003KT 10SM CLR 16/00 A3001 RMK AO2,KHVE,2019-03-27T00:55:00Z,38.42,-110.7,16.0,0.0,360,3,,10.0,30.008858,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,1350.0
KHSP 270055Z AUTO 10004KT 10SM CLR 03/M06 A3023 RMK AO2 T00261064,KHSP,2019-03-27T00:55:00Z,37.95,-79.82,2.6,-6.4,100,4,,10.0,30.230314,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,1156.0
KHSB 270055Z AUTO 01004KT 10SM CLR 06/M02 A3037 RMK AO2 T00581018,KHSB,2019-03-27T00:55:00Z,37.82,-88.55,5.8,-1.8,10,4,,10.0,30.369095,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,121.0
KHQG 270055Z AUTO 17011KT 10SM CLR 16/09 A3011 RMK AO2 T01600088,KHQG,2019-03-27T00:55:00Z,37.17,-101.37,16.0,8.8,170,11,,10.0,30.109253,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,956.0
KHQG 270055Z AUTO 17011KT 10SM CLR 16/09 A3011 RMK AO2 T01600088,KHQG,2019-03-27T00:55:00Z,37.17,-101.37,16.0,8.8,170,11,,10.0,30.109253,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,956.0
K1K1 270055Z AUTO 19007KT 10SM CLR 15/05 A3023 RMK AO2 T01450054,K1K1,2019-03-27T00:55:00Z,37.77,-97.12,14.5,5.4,190,7,,10.0,30.230314,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,416.0
K1A9 270055Z AUTO 00000KT 10SM BKN050 10/07 A3017 RMK AO2 T01040071,K1A9,2019-03-27T00:55:00Z,32.43,-86.52,10.4,7.1,0,0,,10.0,30.171259,,,TRUE,TRUE,,,,,,,BKN,5000,,,,,,,VFR,,,,,,,,,,,,METAR,69.0
KCCA 270055Z AUTO 00000KT 10SM CLR 11/06 A3030 RMK AO2,KCCA,2019-03-27T00:55:00Z,35.6,-92.45,11.0,6.0,0,0,,10.0,30.301182,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,SPECI,157.0
KFDW 270055Z AUTO 11003KT 10SM SCT055 10/06 A3021 RMK AO1,KFDW,2019-03-27T00:55:00Z,34.32,-81.12,10.0,6.0,110,3,,10.0,30.209646,,,TRUE,TRUE,,,,,,,SCT,5500,,,,,,,VFR,,,,,,,,,,,,SPECI,176.0
KLUM 270055Z AUTO 14005KT 10SM BKN042 03/M03 A3024 RMK AO2 T00271030,KLUM,2019-03-27T00:55:00Z,44.9,-91.87,2.7,-3.0,140,5,,10.0,30.239174,,,TRUE,TRUE,,,,,,,BKN,4200,,,,,,,VFR,,,,,,,,,,,,METAR,273.0
KLDJ 270055Z AUTO 01009KT 10SM CLR 06/M18 A3034 RMK AO2 T00631179,KLDJ,2019-03-27T00:55:00Z,40.62,-74.25,6.3,-17.9,10,9,,10.0,30.339567,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,7.0
KDCM 270055Z AUTO 01003KT 10SM CLR 08/06 A3023 RMK AO2,KDCM,2019-03-27T00:55:00Z,34.78,-81.2,8.0,6.0,10,3,,10.0,30.230314,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,SPECI,200.0
KCKI 270055Z AUTO 00000KT 10SM SCT048 10/06 A3022 RMK AO2,KCKI,2019-03-27T00:55:00Z,33.72,-79.85,10.0,6.0,0,0,,10.0,30.221457,,,TRUE,TRUE,,,,,,,SCT,4800,,,,,,,VFR,,,,,,,,,,,,SPECI,21.0
K2V5 270055Z AUTO 15010KT 10SM CLR 17/05 A3002 RMK AO2,K2V5,2019-03-27T00:55:00Z,40.1,-102.25,17.0,5.0,150,10,,10.0,30.02067,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,1118.0
K2J9 270055Z AUTO VRB06G14KT 10SM BKN055 BKN075 17/09 A3007 RMK AO2,K2J9,2019-03-27T00:55:00Z,30.6,-84.55,17.0,9.0,0,6,14,10.0,30.070866,,,TRUE,TRUE,,,,,,,BKN,5500,BKN,7500,,,,,VFR,,,,,,,,,,,,SPECI,69.0
KAPY 270055Z AUTO 10010G16KT 10SM SCT050 OVC070 22/16 A3019 RMK AO2 T02210167,KAPY,2019-03-27T00:55:00Z,26.97,-99.25,22.1,16.7,100,10,16,10.0,30.188976,,,TRUE,TRUE,,,,,,,SCT,5000,OVC,7000,,,,,VFR,,,,,,,,,,,,METAR,129.0
KANJ 270055Z AUTO 21005KT 10SM CLR 01/M08 A3032 RMK AO2 SLP277 T00061078,KANJ,2019-03-27T00:55:00Z,46.47,-84.37,0.6,-7.8,210,5,,10.0,30.318897,1027.7,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,218.0
KAJR 270055Z AUTO 08006KT 10SM RA SCT030 SCT036 OVC055 10/08 A3018 RMK AO2 T01030083,KAJR,2019-03-27T00:55:00Z,34.5,-83.55,10.3,8.3,80,6,,10.0,30.180119,,,TRUE,TRUE,,,,,,RA,SCT,3000,SCT,3600,OVC,5500,,,VFR,,,,,,,,,,,,METAR,441.0
KAIT 270055Z AUTO 17004KT 10SM SCT036 OVC050 04/M02 A3013 RMK AO2,KAIT,2019-03-27T00:55:00Z,46.53,-93.67,4.0,-2.0,170,4,,10.0,30.129921,,,TRUE,TRUE,,,,,,,SCT,3600,OVC,5000,,,,,VFR,,,,,,,,,,,,METAR,367.0
KADM 270055Z 12004KT 10SM CLR 18/05 A3026,KADM,2019-03-27T00:55:00Z,34.28,-97.02,18.0,5.0,120,4,,10.0,30.259842,,,,,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,232.0
